run,experiment,fitness,eval_time_ms
0,0,250.954364393594,0.3505
0,1,360.267788631164,0.3505
0,2,390.297758287082,0.3505
0,3,501.64754370488,0.3505
0,4,391.971573641221,0.3505
0,5,324.513641039324,0.3505
0,6,473.070285551552,0.3505
0,7,483.840869223983,0.3505
0,8,346.734905667271,0.3505
0,9,327.009232671916,0.3505
0,10,379.519846335565,0.3505
0,11,382.978911050709,0.3505
0,12,314.938333571253,0.3505
0,13,458.318127824254,0.3505
0,14,388.472374142642,0.3505
0,15,323.609758028256,0.3505
0,16,543.665387153126,0.3505
0,17,457.753521170458,0.3505
0,18,528.495572459948,0.3505
0,19,487.854944906684,0.3505
1,0,289.183798726862,0.3014
1,1,337.350202225217,0.3014
1,2,337.230260457333,0.3014
1,3,364.773546629751,0.3014
1,4,552.497385535521,0.3014
1,5,458.337147660039,0.3014
1,6,352.312880823175,0.3014
1,7,405.406449552233,0.3014
1,8,467.958851748714,0.3014
1,9,470.31976477259,0.3014
1,10,440.711437150299,0.3014
1,11,357.002302689295,0.3014
1,12,512.423957732277,0.3014
1,13,366.981656248988,0.3014
1,14,310.774978817471,0.3014
1,15,341.20034170745,0.3014
1,16,323.877194519616,0.3014
1,17,397.395493294432,0.3014
1,18,510.573653943367,0.3014
1,19,441.226156215903,0.3014
2,0,438.937663234045,0.3746
2,1,406.963889824573,0.3746
2,2,388.605370700763,0.3746
2,3,632.338653484226,0.3746
2,4,503.075807297937,0.3746
2,5,515.035069583782,0.3746
2,6,434.893263219347,0.3746
2,7,459.576104164085,0.3746
2,8,381.726000017433,0.3746
2,9,361.38580904277,0.3746
2,10,296.036122883245,0.3746
2,11,530.108221756153,0.3746
2,12,353.751706314793,0.3746
2,13,428.570428776013,0.3746
2,14,386.402313572089,0.3746
2,15,448.530778601284,0.3746
2,16,505.122088089829,0.3746
2,17,485.229100572171,0.3746
2,18,515.598109805862,0.3746
2,19,322.823980775229,0.3746
3,0,475.731535088572,0.4648
3,1,395.895524419208,0.4648
3,2,378.303696395715,0.4648
3,3,456.90822955284,0.4648
3,4,361.331799389731,0.4648
3,5,367.121153793902,0.4648
3,6,633.131705730822,0.4648
3,7,374.169259014421,0.4648
3,8,518.252069697081,0.4648
3,9,559.088700352969,0.4648
3,10,606.907979648804,0.4648
3,11,487.929922777389,0.4648
3,12,351.875894626352,0.4648
3,13,306.43513280559,0.4648
3,14,505.25425746477,0.4648
3,15,532.82730515721,0.4648
3,16,425.599627825859,0.4648
3,17,385.460339004394,0.4648
3,18,303.504343563766,0.4648
3,19,421.747267322997,0.4648
4,0,290.913396608732,0.4327
4,1,474.73843946552,0.4327
4,2,451.146965695731,0.4327
4,3,353.888195267368,0.4327
4,4,547.433782498539,0.4327
4,5,375.29589411091,0.4327
4,6,304.662150931279,0.4327
4,7,384.209391116184,0.4327
4,8,301.058427177463,0.4327
4,9,334.220240941262,0.4327
4,10,462.888050582053,0.4327
4,11,377.418783680721,0.4327
4,12,459.233041728236,0.4327
4,13,383.418814464774,0.4327
4,14,365.53628080656,0.4327
4,15,441.422422912422,0.4327
4,16,362.600459522755,0.4327
4,17,412.627998171311,0.4327
4,18,466.989312060196,0.4327
4,19,488.333543962293,0.4327
5,0,331.985557531812,0.3783
5,1,396.761964516894,0.3783
5,2,396.597549079959,0.3783
5,3,397.956397554866,0.3783
5,4,342.312824879268,0.3783
5,5,486.039271382242,0.3783
5,6,412.873991638367,0.3783
5,7,532.781375070765,0.3783
5,8,380.506446843964,0.3783
5,9,265.015184447258,0.3783
5,10,430.092988141251,0.3783
5,11,389.638685534792,0.3783
5,12,409.973698041752,0.3783
5,13,499.299185040777,0.3783
5,14,412.555403924914,0.3783
5,15,263.667782621049,0.3783
5,16,413.4529336953,0.3783
5,17,390.114303543562,0.3783
5,18,289.990760733438,0.3783
5,19,374.749538371366,0.3783
6,0,504.730061396735,0.5117
6,1,574.332633893147,0.5117
6,2,445.790834852282,0.5117
6,3,469.081624663084,0.5117
6,4,405.147370948587,0.5117
6,5,492.609927502035,0.5117
6,6,454.512409298602,0.5117
6,7,382.450344505037,0.5117
6,8,413.282169255568,0.5117
6,9,353.33429544097,0.5117
6,10,445.366619533472,0.5117
6,11,499.609443579915,0.5117
6,12,476.715578191093,0.5117
6,13,366.721942266061,0.5117
6,14,476.051567685157,0.5117
6,15,372.390330702259,0.5117
6,16,368.578950676752,0.5117
6,17,376.816464186387,0.5117
6,18,408.236501531325,0.5117
6,19,433.329763475971,0.5117
7,0,414.158129603221,0.5868
7,1,451.356053935849,0.5868
7,2,468.947018878572,0.5868
7,3,400.488618990661,0.5868
7,4,323.24589743853,0.5868
7,5,538.732123606385,0.5868
7,6,494.447892843934,0.5868
7,7,374.132158422503,0.5868
7,8,448.53671390778,0.5868
7,9,312.528135994125,0.5868
7,10,504.466392239948,0.5868
7,11,447.528461713339,0.5868
7,12,432.391520081378,0.5868
7,13,470.264354844775,0.5868
7,14,421.238961677532,0.5868
7,15,383.50458655758,0.5868
7,16,394.4850666341,0.5868
7,17,421.294960248593,0.5868
7,18,307.080880355584,0.5868
7,19,472.863214856335,0.5868
8,0,534.962929533695,0.3213
8,1,415.68337537914,0.3213
8,2,466.707093558373,0.3213
8,3,539.67164493366,0.3213
8,4,431.813404589001,0.3213
8,5,402.670793725816,0.3213
8,6,411.647474250823,0.3213
8,7,397.992033638829,0.3213
8,8,592.385855132813,0.3213
8,9,686.833890874995,0.3213
8,10,387.620148272523,0.3213
8,11,527.681931290203,0.3213
8,12,404.453175302838,0.3213
8,13,416.725862372124,0.3213
8,14,405.81349540081,0.3213
8,15,444.45364464752,0.3213
8,16,344.717537550728,0.3213
8,17,326.11883835904,0.3213
8,18,421.719563750536,0.3213
8,19,423.501030843288,0.3213
9,0,544.095707186973,0.2998
9,1,283.002214855202,0.2998
9,2,332.508205372576,0.2998
9,3,437.553050109822,0.2998
9,4,393.497929688038,0.2998
9,5,430.269428370706,0.2998
9,6,566.411979548202,0.2998
9,7,459.230342137866,0.2998
9,8,378.052173839794,0.2998
9,9,350.397408562519,0.2998
9,10,429.851612733549,0.2998
9,11,382.732797663863,0.2998
9,12,388.182706627259,0.2998
9,13,487.466360469323,0.2998
9,14,433.752970227222,0.2998
9,15,556.12152448221,0.2998
9,16,383.798170964433,0.2998
9,17,368.182265373543,0.2998
9,18,499.695255233665,0.2998
9,19,388.045101478644,0.2998
10,0,530.920408937331,0.3746
10,1,436.721305072381,0.3746
10,2,331.049853032196,0.3746
10,3,517.709242209608,0.3746
10,4,292.800815800117,0.3746
10,5,464.358336533747,0.3746
10,6,341.546160141159,0.3746
10,7,299.982796190991,0.3746
10,8,492.559276717917,0.3746
10,9,447.336470195374,0.3746
10,10,347.556201167394,0.3746
10,11,403.85326971274,0.3746
10,12,544.901963072263,0.3746
10,13,364.222409082993,0.3746
10,14,416.081537896531,0.3746
10,15,537.98828110009,0.3746
10,16,533.83543229133,0.3746
10,17,418.269649715398,0.3746
10,18,591.350141886529,0.3746
10,19,483.706709971685,0.3746
11,0,302.846708575381,0.4021
11,1,338.697183042838,0.4021
11,2,554.93005811098,0.4021
11,3,607.165997336609,0.4021
11,4,425.346146063723,0.4021
11,5,360.772841486855,0.4021
11,6,415.574571963798,0.4021
11,7,411.37037164118,0.4021
11,8,330.172516148858,0.4021
11,9,442.681207249694,0.4021
11,10,430.834273790293,0.4021
11,11,414.071487804651,0.4021
11,12,459.354837829801,0.4021
11,13,411.233433164694,0.4021
11,14,413.854961059631,0.4021
11,15,415.273326436497,0.4021
11,16,513.426248292726,0.4021
11,17,491.920008923007,0.4021
11,18,313.189177814548,0.4021
11,19,441.719551258984,0.4021
12,0,475.162600865973,0.3793
12,1,538.311178008069,0.3793
12,2,423.889332087686,0.3793
12,3,515.956506864401,0.3793
12,4,346.461533449466,0.3793
12,5,454.579809336421,0.3793
12,6,526.865365667559,0.3793
12,7,393.411793709634,0.3793
12,8,479.485888602891,0.3793
12,9,410.084043610702,0.3793
12,10,561.558806121152,0.3793
12,11,260.657406269569,0.3793
12,12,286.311689587657,0.3793
12,13,408.219359256211,0.3793
12,14,414.234309369022,0.3793
12,15,382.786271376497,0.3793
12,16,372.351573093772,0.3793
12,17,361.265905619944,0.3793
12,18,402.591282558366,0.3793
12,19,348.079948499261,0.3793
13,0,423.453525162551,0.3651
13,1,475.081254161136,0.3651
13,2,396.460286919382,0.3651
13,3,362.644164038545,0.3651
13,4,531.25191871311,0.3651
13,5,494.180961477035,0.3651
13,6,437.352632399455,0.3651
13,7,386.086154152105,0.3651
13,8,434.963489044613,0.3651
13,9,486.968210026442,0.3651
13,10,413.912293336573,0.3651
13,11,396.78222255756,0.3651
13,12,369.808800668546,0.3651
13,13,468.408268169505,0.3651
13,14,411.603069296321,0.3651
13,15,319.750037424952,0.3651
13,16,487.92685151443,0.3651
13,17,298.535009799393,0.3651
13,18,407.491273308496,0.3651
13,19,520.720340296007,0.3651
14,0,355.137782032178,0.301
14,1,537.959134945784,0.301
14,2,464.064164940459,0.301
14,3,330.393268578731,0.301
14,4,465.138702776848,0.301
14,5,384.685702323953,0.301
14,6,484.134906760739,0.301
14,7,394.62446536711,0.301
14,8,382.598948885435,0.301
14,9,469.832323839564,0.301
14,10,512.629691136395,0.301
14,11,367.511304973019,0.301
14,12,441.053149611053,0.301
14,13,358.117865402362,0.301
14,14,396.267156094717,0.301
14,15,379.911174898269,0.301
14,16,352.985340708796,0.301
14,17,481.834419946997,0.301
14,18,401.42066353824,0.301
14,19,454.610884104608,0.301
15,0,380.022081535885,0.3005
15,1,431.883484635627,0.3005
15,2,385.248585167786,0.3005
15,3,425.50782173063,0.3005
15,4,288.344174748606,0.3005
15,5,449.341450061017,0.3005
15,6,345.090562028857,0.3005
15,7,482.460404973185,0.3005
15,8,400.613873511583,0.3005
15,9,427.418215714561,0.3005
15,10,294.036736021358,0.3005
15,11,447.745474668388,0.3005
15,12,457.004132741288,0.3005
15,13,341.804523585106,0.3005
15,14,341.122744165915,0.3005
15,15,391.721653830621,0.3005
15,16,448.785116045212,0.3005
15,17,474.148412704158,0.3005
15,18,394.473872211227,0.3005
15,19,518.529599747734,0.3005
16,0,426.485772019176,0.3546
16,1,491.503178920272,0.3546
16,2,373.284700253704,0.3546
16,3,472.551711813009,0.3546
16,4,329.016271658376,0.3546
16,5,415.887541905828,0.3546
16,6,418.336010219488,0.3546
16,7,444.318684739463,0.3546
16,8,392.285674457312,0.3546
16,9,388.013629521221,0.3546
16,10,351.481475100907,0.3546
16,11,351.735306139918,0.3546
16,12,368.559427689962,0.3546
16,13,341.239980224797,0.3546
16,14,342.981681498197,0.3546
16,15,440.373776923596,0.3546
16,16,316.208627846925,0.3546
16,17,507.378361153413,0.3546
16,18,438.403668431136,0.3546
16,19,544.223092408323,0.3546
17,0,412.541833555359,0.301
17,1,476.440566100015,0.301
17,2,358.099335141014,0.301
17,3,562.00245924491,0.301
17,4,396.176907051339,0.301
17,5,442.081405880818,0.301
17,6,295.002721951057,0.301
17,7,462.768303025861,0.301
17,8,310.796454408141,0.301
17,9,415.714375330447,0.301
17,10,468.120183345253,0.301
17,11,359.622542604083,0.301
17,12,492.087616459938,0.301
17,13,226.57829982065,0.301
17,14,362.852649999727,0.301
17,15,334.907246503141,0.301
17,16,459.337723973702,0.301
17,17,436.289488575683,0.301
17,18,509.219623191769,0.301
17,19,406.259340294753,0.301
18,0,408.517651854426,0.5787
18,1,580.790357378912,0.5787
18,2,550.707049288428,0.5787
18,3,477.747410842866,0.5787
18,4,316.643066148306,0.5787
18,5,497.414812212791,0.5787
18,6,407.004754594419,0.5787
18,7,340.805412990883,0.5787
18,8,336.513917004173,0.5787
18,9,359.932369502216,0.5787
18,10,518.945700798249,0.5787
18,11,537.012831683398,0.5787
18,12,496.686023955189,0.5787
18,13,467.237179088961,0.5787
18,14,462.231040944732,0.5787
18,15,321.59210303121,0.5787
18,16,498.135582400829,0.5787
18,17,442.702661629898,0.5787
18,18,414.623061908419,0.5787
18,19,433.537638684222,0.5787
19,0,533.172106584235,0.5779
19,1,298.567356710132,0.5779
19,2,516.082726944394,0.5779
19,3,348.303492763218,0.5779
19,4,390.571440173758,0.5779
19,5,354.406947785585,0.5779
19,6,377.290010986246,0.5779
19,7,399.583723139891,0.5779
19,8,488.305915701344,0.5779
19,9,343.126186185697,0.5779
19,10,389.59716703271,0.5779
19,11,344.730363888019,0.5779
19,12,458.717524189768,0.5779
19,13,463.029133330918,0.5779
19,14,376.279953753649,0.5779
19,15,489.045424555172,0.5779
19,16,493.205578221607,0.5779
19,17,441.699563367593,0.5779
19,18,398.270976301304,0.5779
19,19,501.191327418934,0.5779
20,0,362.774103659029,0.5874
20,1,441.661999477541,0.5874
20,2,517.659908511924,0.5874
20,3,453.040916150487,0.5874
20,4,464.359970661633,0.5874
20,5,481.549254858424,0.5874
20,6,442.96889094853,0.5874
20,7,272.34244279992,0.5874
20,8,355.036819007305,0.5874
20,9,440.553800229636,0.5874
20,10,370.164699490254,0.5874
20,11,433.398874315534,0.5874
20,12,359.28623208075,0.5874
20,13,506.921967104147,0.5874
20,14,395.947144242203,0.5874
20,15,399.872521597174,0.5874
20,16,447.567841157534,0.5874
20,17,414.553354265818,0.5874
20,18,325.013397655874,0.5874
20,19,517.403402887381,0.5874
21,0,403.695899987906,0.3749
21,1,451.540344895908,0.3749
21,2,552.839095281056,0.3749
21,3,424.945546676228,0.3749
21,4,438.00354337235,0.3749
21,5,487.461348698695,0.3749
21,6,419.434083751058,0.3749
21,7,387.991375566158,0.3749
21,8,413.281251090132,0.3749
21,9,405.471311244108,0.3749
21,10,389.520188761927,0.3749
21,11,399.508043132156,0.3749
21,12,442.260176586156,0.3749
21,13,359.495647868594,0.3749
21,14,305.865731332017,0.3749
21,15,492.64602384852,0.3749
21,16,426.202597664445,0.3749
21,17,452.911351269742,0.3749
21,18,352.827224087539,0.3749
21,19,431.377871993654,0.3749
22,0,511.490980116575,0.3713
22,1,345.758941342408,0.3713
22,2,371.719988839752,0.3713
22,3,567.678102049556,0.3713
22,4,487.927885028382,0.3713
22,5,425.791127908226,0.3713
22,6,394.900110959659,0.3713
22,7,425.102605655979,0.3713
22,8,507.289684430073,0.3713
22,9,278.210804150346,0.3713
22,10,435.351937153938,0.3713
22,11,555.544838676892,0.3713
22,12,442.675619656618,0.3713
22,13,527.936219806855,0.3713
22,14,389.932424607326,0.3713
22,15,388.699459752046,0.3713
22,16,396.792461506468,0.3713
22,17,358.954660704769,0.3713
22,18,441.734569714211,0.3713
22,19,512.569316099785,0.3713
23,0,359.706472693634,0.3013
23,1,442.626383877541,0.3013
23,2,475.089304492335,0.3013
23,3,401.278623423429,0.3013
23,4,590.911826658254,0.3013
23,5,361.928776892552,0.3013
23,6,464.031697905636,0.3013
23,7,401.085387647421,0.3013
23,8,491.363576880041,0.3013
23,9,404.259006914647,0.3013
23,10,436.818826057168,0.3013
23,11,499.266605053852,0.3013
23,12,481.795819084034,0.3013
23,13,399.672820666489,0.3013
23,14,464.212090876143,0.3013
23,15,426.216308856442,0.3013
23,16,402.049910312477,0.3013
23,17,323.772427241681,0.3013
23,18,347.375062732981,0.3013
23,19,398.898629357626,0.3013
24,0,433.094043388724,0.3584
24,1,356.508449419805,0.3584
24,2,361.892709507458,0.3584
24,3,262.068477783595,0.3584
24,4,452.197164890354,0.3584
24,5,423.59609227815,0.3584
24,6,336.360343166515,0.3584
24,7,422.162629389131,0.3584
24,8,469.773754611605,0.3584
24,9,447.21119189409,0.3584
24,10,351.859390215016,0.3584
24,11,406.725028502181,0.3584
24,12,428.75272078648,0.3584
24,13,410.974146823885,0.3584
24,14,376.004040490655,0.3584
24,15,422.219217048693,0.3584
24,16,355.983198202823,0.3584
24,17,506.929917679716,0.3584
24,18,437.646925588523,0.3584
24,19,471.576522089629,0.3584
25,0,348.131441966336,0.3004
25,1,416.435304703955,0.3004
25,2,332.830432284293,0.3004
25,3,430.291721858673,0.3004
25,4,296.652472957754,0.3004
25,5,533.178873911525,0.3004
25,6,465.126232409491,0.3004
25,7,328.843973532668,0.3004
25,8,469.79567446981,0.3004
25,9,282.610428923439,0.3004
25,10,454.212928425982,0.3004
25,11,382.542707493565,0.3004
25,12,456.900431856796,0.3004
25,13,370.525366302952,0.3004
25,14,384.236055387982,0.3004
25,15,309.479886760779,0.3004
25,16,439.838507523484,0.3004
25,17,586.757559121822,0.3004
25,18,504.936105420907,0.3004
25,19,379.782292919075,0.3004
26,0,450.401492051375,0.3008
26,1,419.795744716934,0.3008
26,2,401.403475696408,0.3008
26,3,301.856849338638,0.3008
26,4,305.188356990881,0.3008
26,5,408.797025119458,0.3008
26,6,330.914428095256,0.3008
26,7,321.705302110593,0.3008
26,8,459.820809965718,0.3008
26,9,315.996642824706,0.3008
26,10,359.820744951495,0.3008
26,11,392.166639206618,0.3008
26,12,478.61321188519,0.3008
26,13,388.43120725732,0.3008
26,14,384.486347891717,0.3008
26,15,448.543393053835,0.3008
26,16,333.835109638059,0.3008
26,17,455.390838093139,0.3008
26,18,413.74305378575,0.3008
26,19,259.970624139579,0.3008
27,0,485.010074858984,0.3785
27,1,353.167653477139,0.3785
27,2,536.466114696002,0.3785
27,3,471.735331383652,0.3785
27,4,542.545393448691,0.3785
27,5,418.696306273683,0.3785
27,6,489.487969006305,0.3785
27,7,370.920380219597,0.3785
27,8,440.55787663925,0.3785
27,9,572.162945226832,0.3785
27,10,336.372840164366,0.3785
27,11,631.629389521935,0.3785
27,12,505.972384154744,0.3785
27,13,449.510625407685,0.3785
27,14,301.898653763137,0.3785
27,15,552.206204879972,0.3785
27,16,234.74004584058,0.3785
27,17,349.715030512265,0.3785
27,18,578.654064307976,0.3785
27,19,534.550820420034,0.3785
28,0,495.687656243077,0.3011
28,1,424.853779997026,0.3011
28,2,364.840919525167,0.3011
28,3,378.306477027557,0.3011
28,4,381.723330347638,0.3011
28,5,402.322924017804,0.3011
28,6,286.400940382441,0.3011
28,7,524.365587212495,0.3011
28,8,440.249546870255,0.3011
28,9,318.874412591395,0.3011
28,10,439.725807904634,0.3011
28,11,318.950523199687,0.3011
28,12,485.86921156701,0.3011
28,13,457.44922836104,0.3011
28,14,286.943926223196,0.3011
28,15,427.601277514718,0.3011
28,16,339.497752121855,0.3011
28,17,468.095061677299,0.3011
28,18,419.665315294161,0.3011
28,19,445.524140275743,0.3011
29,0,553.309608998919,0.3011
29,1,442.090427379118,0.3011
29,2,427.94622286599,0.3011
29,3,511.176001863443,0.3011
29,4,367.814805340381,0.3011
29,5,332.591239363206,0.3011
29,6,526.488592207999,0.3011
29,7,398.544392425506,0.3011
29,8,544.351179653958,0.3011
29,9,331.967948396337,0.3011
29,10,491.833881112137,0.3011
29,11,371.191553380797,0.3011
29,12,426.632287078678,0.3011
29,13,514.974180623229,0.3011
29,14,388.586729442835,0.3011
29,15,472.67643168308,0.3011
29,16,383.491253167285,0.3011
29,17,374.724901879181,0.3011
29,18,399.31613218575,0.3011
29,19,326.987747226255,0.3011
0,0,271.76777700372,0.1568
0,1,126.818449879058,0.1568
0,2,163.413421717693,0.1568
0,3,146.36692593939,0.1568
0,4,172.708021452443,0.1568
0,5,154.837236385418,0.1568
0,6,117.719443923398,0.1568
0,7,76.2657617940901,0.1568
0,8,136.479276726416,0.1568
0,9,110.41479726849,0.1568
0,10,98.0416483679223,0.1568
0,11,192.308298139826,0.1568
0,12,163.982733765353,0.1568
0,13,146.696200457496,0.1568
0,14,68.6127234076433,0.1568
0,15,189.014411236764,0.1568
0,16,153.785470813768,0.1568
0,17,84.4402193476193,0.1568
0,18,121.115005470358,0.1568
0,19,102.088564351443,0.1568
0,20,89.8672689884634,0.1568
0,21,174.833363063412,0.1568
0,22,92.8051871886745,0.1568
0,23,170.841902430271,0.1568
0,24,161.468200082018,0.1568
0,25,24.9954780889343,0.1568
0,26,106.009694296417,0.1568
0,27,117.574707293531,0.1568
0,28,110.429407859333,0.1568
0,29,175.028101698243,0.1568
1,0,124.704433548771,0.2341
1,1,151.5110374567,0.2341
1,2,149.170384802227,0.2341
1,3,93.0829040159549,0.2341
1,4,175.252133086239,0.2341
1,5,59.9669265383993,0.2341
1,6,92.9412608120598,0.2341
1,7,136.942267329627,0.2341
1,8,126.213559253641,0.2341
1,9,149.724089664764,0.2341
1,10,165.21997778136,0.2341
1,11,114.26552184054,0.2341
1,12,213.041769784694,0.2341
1,13,93.8961814162384,0.2341
1,14,108.930610706493,0.2341
1,15,118.679578006123,0.2341
1,16,177.067211359171,0.2341
1,17,164.293727621827,0.2341
1,18,80.5255506333385,0.2341
1,19,191.389792599941,0.2341
1,20,156.941405502132,0.2341
1,21,158.923397571947,0.2341
1,22,179.537098615954,0.2341
1,23,149.089226670586,0.2341
1,24,199.987630645047,0.2341
1,25,100.092442364862,0.2341
1,26,178.247122983739,0.2341
1,27,110.967837278999,0.2341
1,28,116.095143343796,0.2341
1,29,170.911250907477,0.2341
2,0,140.183356553755,0.2258
2,1,97.7129534343092,0.2258
2,2,93.1287498847191,0.2258
2,3,133.171561691473,0.2258
2,4,90.0425476440744,0.2258
2,5,102.349600798579,0.2258
2,6,120.816262014666,0.2258
2,7,175.576683638839,0.2258
2,8,110.859828211895,0.2258
2,9,165.689067916031,0.2258
2,10,154.870114199867,0.2258
2,11,142.692026276889,0.2258
2,12,86.4910255347719,0.2258
2,13,161.878654128517,0.2258
2,14,162.498095233669,0.2258
2,15,138.539219304195,0.2258
2,16,122.805471513211,0.2258
2,17,144.589022424163,0.2258
2,18,196.377067720202,0.2258
2,19,53.5838836057901,0.2258
2,20,161.306529072339,0.2258
2,21,159.744226503984,0.2258
2,22,155.343704871087,0.2258
2,23,208.723846623675,0.2258
2,24,53.6982604917686,0.2258
2,25,163.908715021124,0.2258
2,26,201.140074449548,0.2258
2,27,187.473153940483,0.2258
2,28,115.444587251791,0.2258
2,29,180.838135900133,0.2258
3,0,269.199462023458,0.1819
3,1,144.697289932368,0.1819
3,2,192.635143162999,0.1819
3,3,65.5576184818012,0.1819
3,4,100.3763053244,0.1819
3,5,118.27568864287,0.1819
3,6,121.340437425736,0.1819
3,7,65.9383185096081,0.1819
3,8,128.97910015327,0.1819
3,9,159.027367580596,0.1819
3,10,130.984089247494,0.1819
3,11,95.5456373385917,0.1819
3,12,123.235913361995,0.1819
3,13,125.817325753994,0.1819
3,14,86.3038246662302,0.1819
3,15,80.6561625715296,0.1819
3,16,133.45214015015,0.1819
3,17,172.455292600599,0.1819
3,18,102.820508992278,0.1819
3,19,148.964823004271,0.1819
3,20,91.8699974451403,0.1819
3,21,145.476552777871,0.1819
3,22,88.8117468903519,0.1819
3,23,49.9826174217161,0.1819
3,24,83.8596350507088,0.1819
3,25,73.0005932482814,0.1819
3,26,80.1089031120016,0.1819
3,27,139.554360837081,0.1819
3,28,82.846928940424,0.1819
3,29,97.0729658859682,0.1819
4,0,89.8250532074884,0.1619
4,1,144.234456398377,0.1619
4,2,156.055667577238,0.1619
4,3,82.9097337382835,0.1619
4,4,125.763683322136,0.1619
4,5,151.673472015977,0.1619
4,6,87.2542779266319,0.1619
4,7,161.626545780628,0.1619
4,8,117.424417671054,0.1619
4,9,133.624905246145,0.1619
4,10,107.806935603348,0.1619
4,11,120.507840406003,0.1619
4,12,106.454602078861,0.1619
4,13,179.250269965277,0.1619
4,14,194.804752094476,0.1619
4,15,152.196581184534,0.1619
4,16,112.459529446345,0.1619
4,17,149.185314828893,0.1619
4,18,172.585623937358,0.1619
4,19,145.783334038354,0.1619
4,20,157.397405943931,0.1619
4,21,117.655431649051,0.1619
4,22,94.9103445524367,0.1619
4,23,105.85613614205,0.1619
4,24,60.5175538793265,0.1619
4,25,157.096385810865,0.1619
4,26,132.014457297314,0.1619
4,27,112.076053491516,0.1619
4,28,129.299083911361,0.1619
4,29,192.799668022923,0.1619
5,0,176.766748179025,0.0882
5,1,56.9913605698492,0.0882
5,2,122.098504560366,0.0882
5,3,179.104370570825,0.0882
5,4,80.0121705289495,0.0882
5,5,36.0597798045184,0.0882
5,6,164.93237713591,0.0882
5,7,98.3907019999757,0.0882
5,8,124.964401616798,0.0882
5,9,71.0070925233468,0.0882
5,10,221.828342893762,0.0882
5,11,134.25901279604,0.0882
5,12,140.725514318127,0.0882
5,13,142.207139185578,0.0882
5,14,109.498810384364,0.0882
5,15,118.34750383934,0.0882
5,16,95.4356214340358,0.0882
5,17,63.5392272367583,0.0882
5,18,104.590475125581,0.0882
5,19,141.156692108577,0.0882
5,20,60.6975487809799,0.0882
5,21,146.43767550198,0.0882
5,22,140.772594761396,0.0882
5,23,232.518953571951,0.0882
5,24,115.599705533094,0.0882
5,25,100.430326433273,0.0882
5,26,206.262815734225,0.0882
5,27,123.109156797123,0.0882
5,28,154.663212522122,0.0882
5,29,61.751012104052,0.0882
6,0,189.373520694298,0.1413
6,1,115.419345177974,0.1413
6,2,113.107936756755,0.1413
6,3,91.7575292126951,0.1413
6,4,93.1444724937431,0.1413
6,5,266.280256094277,0.1413
6,6,174.192543773679,0.1413
6,7,128.04050938444,0.1413
6,8,128.900217508392,0.1413
6,9,190.175549593106,0.1413
6,10,87.7302405049863,0.1413
6,11,37.3089386887575,0.1413
6,12,107.766424450122,0.1413
6,13,159.816586183758,0.1413
6,14,92.8900419036879,0.1413
6,15,124.348015658161,0.1413
6,16,99.2447297388114,0.1413
6,17,96.1703685862814,0.1413
6,18,143.700827975972,0.1413
6,19,241.67829062042,0.1413
6,20,230.805109488338,0.1413
6,21,152.451962910502,0.1413
6,22,83.3936903069246,0.1413
6,23,130.324582085085,0.1413
6,24,146.371360219177,0.1413
6,25,103.707151165677,0.1413
6,26,110.335182029759,0.1413
6,27,152.832939291316,0.1413
6,28,216.389268364544,0.1413
6,29,154.216757556178,0.1413
7,0,147.256544623384,0.141
7,1,149.543769567006,0.141
7,2,179.963927837079,0.141
7,3,179.463432114717,0.141
7,4,164.680333230292,0.141
7,5,62.9800878090197,0.141
7,6,100.514938577489,0.141
7,7,114.472141783257,0.141
7,8,154.648423357792,0.141
7,9,143.743434621244,0.141
7,10,141.722016661248,0.141
7,11,133.097758040095,0.141
7,12,210.369432078277,0.141
7,13,152.501281915725,0.141
7,14,215.078516785973,0.141
7,15,133.235029909193,0.141
7,16,85.6155438317457,0.141
7,17,181.805953706762,0.141
7,18,134.536545373102,0.141
7,19,164.039464815342,0.141
7,20,110.666024394655,0.141
